Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2010-06-01,5184.8,5269.2,5162.6,5172.1
2010-06-02,5202.3,5204.9,5126.8,5163
2010-06-03,5160,5237.4,5138.1,5195.8
2010-06-04,5187.4,5327.6,5167.1,5283.3
2010-06-07,5265.5,5279.6,5169.1,5244
2010-06-08,5271.3,5311.4,5225.2,5258
2010-06-09,5250.7,5287.5,5207.4,5245.1
2010-06-10,5242.4,5258.4,5150.9,5191.7
2010-06-11,5188.3,5248.2,5180.9,5216.3
2010-06-14,5212.4,5232.3,5144.6,5173
2010-06-15,5159.9,5213.9,5132.5,5197.4
2010-06-16,5197.4,5246.8,5155.9,5164
2010-06-17,5204.2,5244.2,5134,5176.1
2010-06-18,5166.9,5194.5,5130.3,5187.3
2010-06-21,5182.4,5239.4,5151,5200.4
2010-06-22,5235,5256.8,5196.1,5231.2
2010-06-23,5216.8,5251.9,5167,5205.2
2010-06-24,5133.6,5201.4,5112.1,5189.1
2010-06-25,5217.6,5260.3,5190.3,5220.8
2010-06-28,5247.7,5333,5237.7,5260.7
2010-06-29,5279.8,5304.9,5231.5,5252
2010-06-30,5179.3,5215.1,5127.5,5164.7
2010-07-01,5127.8,5154.2,4978.6,5010.1
2010-07-02,5002.9,5024.8,4915.4,4961.8
2010-07-05,4976.6,4980.7,4922.5,4937.8
2010-07-06,4922.7,4965.3,4867.8,4898.7
2010-07-07,4882,4942.1,4866.5,4933.3
2010-07-08,4928.1,4944.7,4843.1,4864.3
2010-07-09,4890.5,4934,4864.8,4915.8
2010-07-12,4926.8,4951.6,4874,4879.8
2010-07-13,4885.9,4955,4860,4888
2010-07-14,4870.5,4887.1,4804.5,4819.4
2010-07-15,4843.7,4866.3,4790.9,4819.9
2010-07-16,4791.3,4812.1,4732.4,4777.5
2010-07-19,4843.7,4855.9,4761.9,4803.9
2010-07-20,4781.3,4832.7,4757.4,4808.8
2010-07-21,4769.1,4888.9,4764.4,4868.4
2010-07-22,4852.1,4857,4812,4822.2
2010-07-23,4835.2,4902.8,4824.9,4852.1
2010-07-26,4830.1,4860.9,4777.6,4789
2010-07-27,4807.9,4820.5,4718.1,4724.5
2010-07-28,4737,4749.6,4698.3,4726.4
2010-07-29,4750.3,4762.5,4698.6,4762.5
2010-07-30,4773.5,4814.3,4736.4,4810.4
2010-08-02,4831.1,4839.2,4774.2,4813
2010-08-03,4802.9,4817.3,4758.2,4782.7
2010-08-04,4817,4841.6,4771.4,4780.9
2010-08-05,4751.1,4789,4719.9,4745.9
2010-08-06,4733,4746.9,4682.1,4699.5
2010-08-09,4672.7,4690.9,4623.7,4623.7
2010-08-10,4653.7,4672.9,4610.1,4652.4
2010-08-11,4692.9,4758.2,4670.4,4699.2
2010-08-12,4676.5,4769,4660.2,4740.2
